27,15,18,30,17,13,24,32,37,11,15,27,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,27,26,31,27,24,17,31,20,27,28,11,26,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,27,34,13,12,3,1,1,1,11,18,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,27,29,33,17,28,13,31,13,11,26,17,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,13,15,23,31,28,24,13,21,26,21,26,19,11,15,27,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,12,16,11,21,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,30,17,26,15,20,32,27,13,31,32,11,15,27,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,21,30,24,37,28,24,13,37,11,15,27,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,13,26,15,13,31,32,17,30,24,21,14,30,13,30,21,17,31,11,27,30,19,0,0,0,0,0,0,0,0,0,0
28,13,32,21,17,26,32,17,26,34,17,30,18,33,17,19,33,26,19,11,16,17,0,0,0,0,0,0,0,0,0,0
32,13,37,24,27,30,31,18,21,30,17,13,30,25,31,11,15,27,25,0,0,0,0,0,0,0,0,0,0,0,0,0
33,25,14,30,13,15,27,11,32,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,27,24,32,29,20,11,15,27,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,27,27,23,16,17,31,21,19,26,32,17,25,28,24,13,32,17,31,11,15,27,25,0,0,0,0,0,0,0,0,0
28,13,30,32,37,28,30,27,11,15,27,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,26,32,27,26,24,21,26,17,11,15,27,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,13,26,32,30,13,24,31,20,27,28,11,21,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,26,17,26,17,32,35,27,30,23,11,15,27,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,21,30,17,18,24,37,35,27,30,24,16,31,11,15,27,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,24,13,26,17,32,12,28,33,38,38,24,17,31,11,15,27,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,21,17,12,20,27,26,21,19,25,13,15,20,17,30,11,16,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,30,21,26,32,24,27,19,21,15,31,37,31,32,17,25,11,15,27,25,0,0,0,0,0,0,0,0,0,0,0,0
32,37,19,20,11,19,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,27,24,13,30,21,26,16,33,31,32,30,37,25,13,19,11,15,27,25,0,0,0,0,0,0,0,0,0,0,0,0
38,17,26,31,20,27,11,15,27,11,22,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,30,13,14,27,38,21,23,11,26,17,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,30,3,1,3,1,11,21,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,13,32,13,37,17,31,11,15,27,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,21,26,19,27,18,31,13,32,11,18,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,23,17,11,27,30,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,30,17,31,31,15,16,26,11,15,27,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,33,27,32,17,28,21,36,17,24,11,15,27,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,36,25,17,26,32,13,24,32,30,13,16,17,30,11,15,27,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,20,17,19,30,13,26,16,32,20,17,13,32,30,17,11,15,27,25,0,0,0,0,0,0,0,0,0,0,0,0,0
16,15,32,13,24,23,11,15,27,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,17,25,13,11,27,30,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,23,21,26,30,36,11,15,27,11,23,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,33,30,17,33,31,25,17,16,21,15,13,24,11,15,27,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,35,16,27,22,27,11,15,27,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,17,32,35,21,32,11,26,17,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,33,32,20,17,30,30,21,15,17,11,17,16,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,13,25,21,24,37,15,13,30,11,35,27,30,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,25,36,36,11,28,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,21,31,32,27,30,37,22,28,11,15,27,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,13,23,33,23,13,26,11,26,17,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,24,21,31,32,11,15,27,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,21,31,28,24,31,32,27,30,17,11,15,27,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,16,30,27,25,13,26,11,15,27,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,14,31,17,30,34,13,32,27,21,30,17,16,17,31,15,27,31,25,17,32,21,29,33,17,31,11,15,27,25,0,0
19,13,25,17,12,24,13,26,16,31,11,30,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,31,13,31,13,30,25,13,37,17,11,15,27,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,13,16,21,27,31,13,21,23,27,11,15,27,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,26,21,18,17,21,26,16,21,13,11,15,27,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,24,21,23,21,32,13,24,21,13,11,15,27,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,27,4,22,13,25,11,15,27,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,20,13,23,17,31,28,17,13,30,17,21,26,21,32,13,24,37,11,21,32,0,0,0,0,0,0,0,0,0,0,0
32,27,33,35,17,26,38,21,11,15,27,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,13,32,20,25,13,30,27,15,11,15,27,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,24,21,28,15,27,34,17,30,31,20,27,28,11,15,27,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,21,13,30,21,27,30,21,27,33,30,33,19,33,13,37,11,15,27,25,0,0,0,0,0,0,0,0,0,0,0,0
19,27,16,21,26,19,33,21,32,13,30,31,11,15,27,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,24,16,32,20,21,26,19,11,16,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
