19,30,17,13,32,16,13,26,17,19,30,13,28,20,21,15,31,11,15,27,25,0,0,0,0,0,0,0,0,0,0,0
28,27,30,26,27,5,23,11,26,17,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,17,32,31,27,26,21,15,11,15,27,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,20,17,30,21,31,21,26,19,35,13,31,13,14,21,11,15,27,25,0,0,0,0,0,0,0,0,0,0,0,0,0
28,13,30,13,16,21,31,27,32,30,13,34,17,24,11,15,27,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,13,25,25,12,23,30,17,21,38,11,14,38,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,13,16,19,17,32,20,17,13,32,11,15,27,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,27,33,30,25,17,31,31,27,11,16,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,17,26,19,25,21,26,21,36,33,26,35,13,26,19,11,15,24,33,14,0,0,0,0,0,0,0,0,0,0,0,0
31,20,27,28,28,27,23,11,26,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,24,14,17,30,32,27,11,19,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,13,34,13,31,17,13,11,30,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,30,13,15,23,16,33,25,28,11,15,27,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,17,26,20,27,30,17,26,11,22,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,27,37,13,26,15,17,31,32,17,28,20,13,26,17,11,18,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,33,28,17,30,34,21,16,17,27,11,15,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
